2020-03-07 05:14:18 	nullroot 	wei592628 	I am null_whoami
2021-06-24 06:47:59 	wxid_hlmnhsq64tt722 	wxid_zb45i0rc71yk21 	
2021-06-24 06:48:05 	wxid_hlmnhsq64tt722 	wxid_zb45i0rc71yk21 	
2021-06-24 06:48:33 	wxid_hlmnhsq64tt722 	wxid_zb45i0rc71yk21 	The pcs we sell to customers🐎 and the vps deployed
2021-06-24 06:49:06 	wxid_hlmnhsq64tt722 	wxid_zb45i0rc71yk21 	The above port is occupied and has been connected. The ip is Chengdu Pixian
2021-06-24 06:49:16 	wxid_hlmnhsq64tt722 	wxid_zb45i0rc71yk21 	[Laughing through tears]
2021-06-24 07:01:38 	wxid_zb45i0rc71yk21 	wxid_hlmnhsq64tt722 	Awesome
2021-06-24 07:02:16 	wxid_zb45i0rc71yk21 	wxid_hlmnhsq64tt722 	Who did this?
2021-06-24 07:35:03 	wxid_hlmnhsq64tt722 	wxid_zb45i0rc71yk21 	Hey

2021-03-02 06:54:15 	wxid_hlmnhsq64tt722 	wxid_zb45i0rc71yk21 	Have you resigned?
2021-03-02 06:54:45 	wxid_hlmnhsq64tt722 	wxid_zb45i0rc71yk21 	Let’s continue to have an identity and run to Hunan
2021-03-02 07:09:53 	wxid_zb45i0rc71yk21 	wxid_hlmnhsq64tt722 	Hunan may not be able to be saved
2021-03-02 07:10:07 	wxid_hlmnhsq64tt722 	wxid_zb45i0rc71yk21 	What does it mean to be unable to keep it
2021-03-02 07:10:17 	wxid_zb45i0rc71yk21 	wxid_hlmnhsq64tt722 	The boss took over
2021-03-02 07:10:32 	wxid_hlmnhsq64tt722 	wxid_zb45i0rc71yk21 	[Embarrassed][Embarrassed]
2021-03-02 07:10:39 	wxid_hlmnhsq64tt722 	wxid_zb45i0rc71yk21 	Then what are you doing
2021-03-02 07:10:48 	wxid_zb45i0rc71yk21 	wxid_hlmnhsq64tt722 	I will take a job now and get social security benefits
2021-03-02 07:11:05 	wxid_hlmnhsq64tt722 	wxid_zb45i0rc71yk21 	High-end
2021-03-02 07:11:20 	wxid_hlmnhsq64tt722 	wxid_zb45i0rc71yk21 	Initiate a wave of company resignations
2021-03-02 07:11:23 	wxid_hlmnhsq64tt722 	wxid_zb45i0rc71yk21 	A group left
2021-03-02 07:11:41 	wxid_hlmnhsq64tt722 	wxid_zb45i0rc71yk21 	Chen Quan Yu Min Zhang Yu Liang Chao a large number
2021-03-02 07:11:54 	wxid_zb45i0rc71yk21 	wxid_hlmnhsq64tt722 	I know
2021-03-02 07:12:11 	wxid_zb45i0rc71yk21 	wxid_hlmnhsq64tt722 	Our department is basically going to be wiped out
2021-03-02 07:12:18 	wxid_hlmnhsq64tt722 	wxid_zb45i0rc71yk21 	Now that I think about the next project, my head is getting bigger
2021-03-02 07:12:29 	wxid_hlmnhsq64tt722 	wxid_zb45i0rc71yk21 	Who else is there in your department
2021-03-02 07:12:59 	wxid_zb45i0rc71yk21 	wxid_hlmnhsq64tt722 	Liu Rentao and Bai Yu are temporarily determined to leave
2021-03-02 07:13:06 	wxid_hlmnhsq64tt722 	wxid_zb45i0rc71yk21 	[Awkward]
2021-03-02 07:13:11 	wxid_hlmnhsq64tt722 	wxid_zb45i0rc71yk21 	Brother Hui is the only one left?
2021-03-02 07:13:11 	wxid_zb45i0rc71yk21 	wxid_hlmnhsq64tt722 	Everyone else is looking at opportunities
2021-03-02 07:13:24 	wxid_zb45i0rc71yk21 	wxid_hlmnhsq64tt722 	Basically this is the situation,
2021-03-02 07:13:41 	wxid_zb45i0rc71yk21 	wxid_hlmnhsq64tt722 	Liang Chenghui and Chen Feihu will be the ones doing the work from now on
2021-03-02 07:14:33 	wxid_zb45i0rc71yk21 	wxid_hlmnhsq64tt722 	The project will be very annoying this year
2021-03-02 07:14:41 	wxid_zb45i0rc71yk21 	wxid_hlmnhsq64tt722 	R&D has gone a long way
2021-03-02 07:15:07 	wxid_zb45i0rc71yk21 	wxid_hlmnhsq64tt722 	Xie Yang will also walk part of the way
2021-03-02 07:16:39 	wxid_hlmnhsq64tt722 	wxid_zb45i0rc71yk21 	There are too many people and the company system cannot keep up
2021-03-02 07:16:49 	wxid_hlmnhsq64tt722 	wxid_zb45i0rc71yk21 	All interns are recruited
2021-03-02 07:17:01 	wxid_hlmnhsq64tt722 	wxid_zb45i0rc71yk21 	All the people leaving are old people
2021-03-02 07:17:20 	wxid_zb45i0rc71yk21 	wxid_hlmnhsq64tt722 	Everyone who can do anything is gone
2021-03-02 07:17:36 	wxid_zb45i0rc71yk21 	wxid_hlmnhsq64tt722 	Looking at the current situation, research and development is basically useless
2021-03-02 07:17:58 	wxid_hlmnhsq64tt722 	wxid_zb45i0rc71yk21 	Yes
2021-03-02 07:18:03 	wxid_hlmnhsq64tt722 	wxid_zb45i0rc71yk21 	This is the biggest one
2021-03-02 07:18:14 	wxid_hlmnhsq64tt722 	wxid_zb45i0rc71yk21 	All three people from Gu Yun’s department have also left
2021-03-02 07:18:30 	wxid_zb45i0rc71yk21 	wxid_hlmnhsq64tt722 	Gu Yun left too?
2021-03-02 07:18:39 	wxid_hlmnhsq64tt722 	wxid_zb45i0rc71yk21 	Only Gu Yun is left
2021-03-02 07:18:47 	wxid_hlmnhsq64tt722 	wxid_zb45i0rc71yk21 	Zhang Yiwen of our department is gone
2021-03-02 07:19:32 	wxid_zb45i0rc71yk21 	wxid_hlmnhsq64tt722 	How can these projects be carried out this year?
2021-03-02 07:20:25 	wxid_zb45i0rc71yk21 	wxid_hlmnhsq64tt722 	This year’s product line will not be adjusted, and no new products will be launched except for integration
2021-03-02 07:20:46 	wxid_zb45i0rc71yk21 	wxid_hlmnhsq64tt722 	Integration is rubbish again
2021-03-02 07:22:16 	wxid_hlmnhsq64tt722 	wxid_zb45i0rc71yk21 	I haven’t seen this thing yet
2021-03-02 07:22:29 	wxid_hlmnhsq64tt722 	wxid_zb45i0rc71yk21 	What PC🐎 and Android🐎 will not be sold this year
2021-03-02 07:22:38 	wxid_hlmnhsq64tt722 	wxid_zb45i0rc71yk21 	Gross profit 2 3w
2021-03-02 07:23:21 	wxid_hlmnhsq64tt722 	wxid_zb45i0rc71yk21 	The product is not good
2021-03-02 07:23:27 	wxid_hlmnhsq64tt722 	wxid_zb45i0rc71yk21 	Service needs to keep up
2021-03-02 07:23:34 	wxid_hlmnhsq64tt722 	wxid_zb45i0rc71yk21 	The service cannot keep up
2021-03-02 07:23:53 	wxid_hlmnhsq64tt722 	wxid_zb45i0rc71yk21 	The other day I asked if there was anything for HK to make. Did I do it? C always made twenty or thirty of them
2021-03-02 07:24:13 	wxid_hlmnhsq64tt722 	wxid_zb45i0rc71yk21 	Never pull it out, 100 people work behind one person
2021-03-02 07:24:42 	wxid_zb45i0rc71yk21 	wxid_hlmnhsq64tt722 	The gross profit margin of services is high, but GA’s business cannot be sustained solely by services
2021-03-02 07:25:35	wxid_zb45i0rc71yk21 	wxid_hlmnhsq64tt722 	Your sales are expected to be more difficult this year
2021-03-02 07:26:21 	wxid_hlmnhsq64tt722 	wxid_zb45i0rc71yk21 	The key is that it doesn’t work without it
2021-03-02 07:26:30 	wxid_hlmnhsq64tt722 	wxid_zb45i0rc71yk21 	This is the company’s brand name
2021-03-02 07:26:43 	wxid_hlmnhsq64tt722 	wxid_zb45i0rc71yk21 	The result is not even as good as a team of 10 people
2021-03-02 07:27:42 	wxid_zb45i0rc71yk21 	wxid_hlmnhsq64tt722 	There are two projects in Hunan, adding up to 750, the customer told me clearly. Our car products are all garbage, but what matters is our service
2021-03-02 07:28:15 	wxid_zb45i0rc71yk21 	wxid_hlmnhsq64tt722 	I took Boss C there last year, but Boss C didn’t make his position clear either
2021-03-02 07:29:02 	wxid_zb45i0rc71yk21 	wxid_hlmnhsq64tt722 	Call me when you get back and ask me to promote my service more. Get the project down first, and talk about the service later
2021-03-02 07:30:18 	wxid_hlmnhsq64tt722 	wxid_zb45i0rc71yk21 	Anyway, everyone feels that the company is a mess
2021-03-02 07:30:59 	wxid_zb45i0rc71yk21 	wxid_hlmnhsq64tt722 	So I don’t want to get involved in what happens next. It’s a difficult relationship to manage. It's better to find a way to make some money yourself. The company's operation will only embarrass those of us who interact with customers.
2021-03-02 07:31:08 	wxid_hlmnhsq64tt722 	wxid_zb45i0rc71yk21 	No matter what aspect, salary, year-end bonus, commission, internal system, department cooperation, resource allocation
2021-03-02 07:31:15 	wxid_zb45i0rc71yk21 	wxid_hlmnhsq64tt722 	Yes
2021-03-02 07:31:42 	wxid_zb45i0rc71yk21 	wxid_hlmnhsq64tt722 	I got 8K by the end of last year
2021-03-02 07:31:49 	wxid_hlmnhsq64tt722 	wxid_zb45i0rc71yk21 	Resources are hidden
2021-03-02 07:31:51 	wxid_hlmnhsq64tt722 	wxid_zb45i0rc71yk21 	Everyone has their own secrets
2021-03-02 07:31:56 	wxid_zb45i0rc71yk21 	wxid_hlmnhsq64tt722 	I have no intention of doing anything
2021-03-02 07:31:57 	wxid_hlmnhsq64tt722 	wxid_zb45i0rc71yk21 	My day
2021-03-02 07:32:41 	wxid_zb45i0rc71yk21 	wxid_hlmnhsq64tt722 	Liang Chao has 10 years of work experience. Last year he worked even worse than me
2021-03-02 07:32:49 	wxid_zb45i0rc71yk21 	wxid_hlmnhsq64tt722 	How can you still stay?
2021-03-02 07:33:55 	wxid_zb45i0rc71yk21 	wxid_hlmnhsq64tt722 	What I hear now is that except for the people in the small black room, there is no movement, and other business departments are very restless. It is estimated that there will be a big wave
2021-03-02 07:38:05 	wxid_hlmnhsq64tt722 	wxid_zb45i0rc71yk21 	This is the consequence of dictatorship
2021-03-02 07:38:10 	wxid_hlmnhsq64tt722 	wxid_zb45i0rc71yk21 	The company is highly centralized
2021-03-02 07:38:55 	wxid_zb45i0rc71yk21 	wxid_hlmnhsq64tt722 	It’s mainly a problem with Boss C
2021-03-02 07:39:07 	wxid_hlmnhsq64tt722 	wxid_zb45i0rc71yk21 	Highly centralized
2021-03-02 07:39:52 	wxid_hlmnhsq64tt722 	wxid_zb45i0rc71yk21 	Company resources, technical services, product research and development, project processing, all centralized by one person
2021-03-02 07:40:19 	wxid_zb45i0rc71yk21 	wxid_hlmnhsq64tt722 	Last time I went to Hunan with him, and during dinner he asked me how many achievements Hunan would make this year. By the way, let’s talk about the company’s performance this year. When he said something, I really felt like an idiot
2021-03-02 07:40:34 	wxid_hlmnhsq64tt722 	wxid_zb45i0rc71yk21 	When looking for Mr. Wu, Mr. Wu always lets Mr. Wang make his own decision. He just needs to know.
2021-03-02 07:42:13 	wxid_zb45i0rc71yk21 	wxid_hlmnhsq64tt722 	He said that the company's sales performance this year will reach 100 million, and Mr. Ya will give Mr. C 5000W. Mr. C said, "I'm not a coward. All the company's resources are in my hands. Judging from the current market situation, it's not difficult for me to make 5,000."
2021-03-02 07:42:49 	wxid_zb45i0rc71yk21 	wxid_hlmnhsq64tt722 	Zhou Weiwei added, it will be difficult for Wang Zhe to do it this year, so there is nothing he wants
2021-03-02 07:43:09 	wxid_zb45i0rc71yk21 	wxid_hlmnhsq64tt722 	When I heard this, I really felt like I was in the wrong company
2021-03-02 07:43:19 	wxid_zb45i0rc71yk21 	wxid_hlmnhsq64tt722 	These are all writing operations,
2021-03-02 07:43:32 	wxid_hlmnhsq64tt722 	wxid_zb45i0rc71yk21 	Holy shit
2021-03-02 07:43:42 	wxid_zb45i0rc71yk21 	wxid_hlmnhsq64tt722 	If the company can’t get better, what’s the use of being awesome on your own
2021-03-02 07:43:46 	wxid_hlmnhsq64tt722 	wxid_zb45i0rc71yk21 	Yes
2021-03-02 07:43:51 	wxid_hlmnhsq64tt722 	wxid_zb45i0rc71yk21 	You only have two hands and two feet
2021-03-02 07:44:25 	wxid_zb45i0rc71yk21 	wxid_hlmnhsq64tt722 	Boss C is just selling to you,
2021-03-02 07:44:43 	wxid_zb45i0rc71yk21 	wxid_hlmnhsq64tt722 	Originally, it was just a small talk, but what was said was lost.
2021-03-02 07:45:25 	wxid_hlmnhsq64tt722 	wxid_zb45i0rc71yk21 	You should open up the company to give opportunities to the following, so that the sales department will thrive with more and more people and more achievements. Only when each department works hard can the company enter a cycle of conscience
2021-03-02 07:45:30 	wxid_hlmnhsq64tt722 	wxid_zb45i0rc71yk21 	Am I really drunk?
2021-03-02 07:47:25 	wxid_hlmnhsq64tt722 	wxid_zb45i0rc71yk21 	"The company's resources are all in my hands"
2021-03-02 07:47:36 	wxid_hlmnhsq64tt722 	wxid_zb45i0rc71yk21 	Like competitors
2021-03-02 07:47:55 	wxid_zb45i0rc71yk21 	wxid_hlmnhsq64tt722 	He knows that he can't do it alone. Originally, I went to Hunan and Zhou Weiwei went to Jiangxi. Jiangsu now asks Mei Yuting to protect it. Shaanxi was also taken back last year, and Mr. C went to Shaanxi on his own. When I went back for a meeting at the end of the year, Zhou Weiwei talked to me and asked me to bring another girl from the big account department to do Hunan and Hubei together
2021-03-02 07:48:27	wxid_hlmnhsq64tt722 	wxid_zb45i0rc71yk21 	He asked Luoshan to give up Guangxi to stop the Meiyu season
2021-03-02 07:48:47 	wxid_hlmnhsq64tt722 	wxid_zb45i0rc71yk21 	Luoshan looked confused and said yes, but Mr. Wang disagreed
2021-03-02 07:48:59 	wxid_hlmnhsq64tt722 	wxid_zb45i0rc71yk21 	I said I would give Fujian away but c always said he didn’t want it
2021-03-02 07:49:20 	wxid_hlmnhsq64tt722 	wxid_zb45i0rc71yk21 	3.4w per level
2021-03-02 07:49:47 	wxid_hlmnhsq64tt722 	wxid_zb45i0rc71yk21 	Bought a luxury house in Jinjiang District for 1,000w
2021-03-02 07:50:15 	wxid_zb45i0rc71yk21 	wxid_hlmnhsq64tt722 	. Hubei Fan Jin left, didn't he leave it to Li Pengcheng? I don’t think it’s fun to do this. Over there in Hubei, I said they can’t run without resources. As a result, Liang Chenghui was left to work after the new year
2021-03-02 07:50:37 	wxid_zb45i0rc71yk21 	wxid_hlmnhsq64tt722 	Boss C and Zhou Weiwei personally took Liang Chenghui to Hubei today
2021-03-02 07:50:42 	wxid_hlmnhsq64tt722 	wxid_zb45i0rc71yk21 	I feel like the company is chasing the sales department now
2021-03-02 07:50:46 	wxid_zb45i0rc71yk21 	wxid_hlmnhsq64tt722 	So damn awesome
2021-03-02 07:50:53 	wxid_hlmnhsq64tt722 	wxid_zb45i0rc71yk21 	Really awesome
2021-03-02 07:51:06 	wxid_zb45i0rc71yk21 	wxid_hlmnhsq64tt722 	I have never figured out why Boss C wants to deal with sales
2021-03-02 07:51:16 	wxid_hlmnhsq64tt722 	wxid_zb45i0rc71yk21 	Holy shit
2021-03-02 07:51:16 	wxid_zb45i0rc71yk21 	wxid_hlmnhsq64tt722 	One's own people bully one's own people, internal strife
2021-03-02 07:51:24 	wxid_hlmnhsq64tt722 	wxid_zb45i0rc71yk21 	We are really innocent
2021-03-02 07:51:43 	wxid_hlmnhsq64tt722 	wxid_zb45i0rc71yk21 	He has never helped us get a table, meet or anything like that
2021-03-02 07:51:53 	wxid_zb45i0rc71yk21 	wxid_hlmnhsq64tt722 	Even if it is two bosses fighting for territory, at least let the company survive
2021-03-02 07:52:24 	wxid_hlmnhsq64tt722 	wxid_zb45i0rc71yk21 	paid
2021-03-02 07:52:39 	wxid_hlmnhsq64tt722 	wxid_zb45i0rc71yk21 	You Viagra will be looking at houses in Chengdu at the end of the year
2021-03-02 07:52:46 	wxid_hlmnhsq64tt722 	wxid_zb45i0rc71yk21 	Really rich
2021-03-02 07:54:26 	wxid_zb45i0rc71yk21 	wxid_hlmnhsq64tt722 	He and Boss C must be making a lot of money
2021-03-02 07:54:42 	wxid_hlmnhsq64tt722 	wxid_zb45i0rc71yk21 	The hard thing is for workers
2021-03-02 07:55:10 	wxid_hlmnhsq64tt722 	wxid_zb45i0rc71yk21 	We saw the company grow from 40 people to 200 people
2021-03-02 07:55:14 	wxid_hlmnhsq64tt722 	wxid_zb45i0rc71yk21 	It’s really emotional
2021-03-02 07:55:17 	wxid_hlmnhsq64tt722 	wxid_zb45i0rc71yk21 	Hope the company is well
2021-03-02 07:56:04 	wxid_zb45i0rc71yk21 	wxid_hlmnhsq64tt722 	Yes
2021-03-02 07:56:11 	wxid_zb45i0rc71yk21 	wxid_hlmnhsq64tt722 	It’s the same if I don’t resign
2021-03-02 07:56:35 	wxid_zb45i0rc71yk21 	wxid_hlmnhsq64tt722 	I was the 70th one when I came in. At that time I thought the atmosphere was so good
2021-03-02 07:57:17 	wxid_hlmnhsq64tt722 	wxid_zb45i0rc71yk21 	Yes! c is getting bigger and bigger, and the resources it annexes are also getting bigger and bigger
2021-03-02 07:57:31 	wxid_hlmnhsq64tt722 	wxid_zb45i0rc71yk21 	Other departments have basically been squeezed into corners
2021-03-02 07:58:00 	wxid_hlmnhsq64tt722 	wxid_zb45i0rc71yk21 	
2021-03-02 07:58:26 	wxid_hlmnhsq64tt722 	wxid_zb45i0rc71yk21 	
2021-03-02 08:00:00 	wxid_zb45i0rc71yk21 	wxid_hlmnhsq64tt722 	An Xun is basically dominated by President C now
2021-03-02 08:00:12 	wxid_hlmnhsq64tt722 	wxid_zb45i0rc71yk21 	Sichuan Anxun
2021-03-02 08:00:17 	wxid_hlmnhsq64tt722 	wxid_zb45i0rc71yk21 	He still can’t control Shanghai
2021-03-02 08:00:24 	wxid_hlmnhsq64tt722 	wxid_zb45i0rc71yk21 	This year all reimbursements have been changed to Sichuan Anxun
2021-03-02 08:00:36 	wxid_zb45i0rc71yk21 	wxid_hlmnhsq64tt722 	The main technical resources are in Sichuan
2021-03-02 08:01:04 	wxid_hlmnhsq64tt722 	wxid_zb45i0rc71yk21 	Mr. Ya is now just a shareholder and has no decision-making power over Sichuan Anxun
2021-03-02 08:01:12 	wxid_zb45i0rc71yk21 	wxid_hlmnhsq64tt722 	The entire Anxun, that is, Sichuan is the core, Shanghai and Nanjing have few resources
2021-03-02 08:01:29 	wxid_hlmnhsq64tt722 	wxid_zb45i0rc71yk21 	Shanghai’s resources have been mobilized long ago
2021-03-02 08:02:02 	wxid_zb45i0rc71yk21 	wxid_hlmnhsq64tt722 	Hey
2021-03-02 08:02:08 	wxid_hlmnhsq64tt722 	wxid_zb45i0rc71yk21 	Now Mr. Duck is helping Mr. Wang
2021-03-02 08:02:15 	wxid_zb45i0rc71yk21 	wxid_hlmnhsq64tt722 	The most pitiable ones are us migrant workers
2021-03-02 08:02:29 	wxid_hlmnhsq64tt722 	wxid_zb45i0rc71yk21 	Zhejiang Anpei and Dai Tubosi were given to Mr. Wang
2021-03-02 08:02:37 	wxid_zb45i0rc71yk21 	wxid_hlmnhsq64tt722 	Mr. Duck will definitely not let go easily
2021-03-02 08:02:50 	wxid_zb45i0rc71yk21 	wxid_hlmnhsq64tt722 	What does Anpei do?
2021-03-02 08:02:56 	wxid_hlmnhsq64tt722 	wxid_zb45i0rc71yk21 	Do technical reconnaissance
2021-03-02 08:03:15 	wxid_zb45i0rc71yk21 	wxid_hlmnhsq64tt722 	Mainly technical investigation is not easy to do either
2021-03-02 08:03:37 	wxid_hlmnhsq64tt722 	wxid_zb45i0rc71yk21 	But there is no way out now
2021-03-02 08:03:40 	wxid_hlmnhsq64tt722 	wxid_zb45i0rc71yk21 	Just wait to die
2021-03-02 08:03:44 	wxid_zb45i0rc71yk21 	wxid_hlmnhsq64tt722 	Technical reconnaissance focuses on products, and it is difficult to grow big by relying on technical reconnaissance in the short term
2021-03-02 08:05:34 	wxid_hlmnhsq64tt722 	wxid_zb45i0rc71yk21 	Go in slowly and stand first
2021-03-02 08:05:49 	wxid_zb45i0rc71yk21 	wxid_hlmnhsq64tt722 	What are your plans?
2021-03-02 08:05:59 	wxid_zb45i0rc71yk21 	wxid_hlmnhsq64tt722 	Continue to waste time in Anxun?
2021-03-02 08:06:26 	wxid_hlmnhsq64tt722 	wxid_zb45i0rc71yk21 	It doesn’t matter whether I consume it or not
2021-03-02 08:06:38 	wxid_hlmnhsq64tt722 	wxid_zb45i0rc71yk21 	Anyway, I do it myself while working on projects
2021-03-02 08:07:01 	wxid_hlmnhsq64tt722 	wxid_zb45i0rc71yk21 	Sell your own point qb or your website
2021-03-02 08:07:30 	wxid_hlmnhsq64tt722 	wxid_zb45i0rc71yk21 	If it doesn’t work, just start a company selling qb
